Opn_Id;TRet_Id;Defauls
5050;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2269;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2425;46;Craquage de couture 
2246;74;Manque Accessoire
5069;63;"Point d’arrêt début ou fin de couture non fait "
2165;47;"Echappée de couture autre que glaçage : "
2375;65;"Point d’arrêt défectueux (non piqué) "
2147;06;Point mal réglé (aspect)
1565;47;"Echappée de couture autre que glaçage : "
2088;05;Point sauté ( 1 seul point et sauf recouvrement)
2200;03;Tâche, nuance coloris
5030;02;Mauvais épluchage (poste de dégarnissage)
2080;72;"Décalage de couture côté >1mm  "
2316;44;Couture déformée, retournée
2097;45;Fourniture ou article coupé ou troué 
2504;64;"Point mal réglé (qui glisse) "
2370;04;Défaut dentelle, broderie, fourniture
2133;05;Point sauté ( 1 seul point et sauf recouvrement)
2052;70;"Plis sur couture "
2375;47;"Echappée de couture autre que glaçage : "
5050;06;Point mal réglé (aspect)
2360;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2191;47;"Echappée de couture autre que glaçage : "
2211;45;Fourniture ou article coupé ou troué 
2185;72;"Décalage de couture côté >1mm  "
2276;03;Tâche, nuance coloris
2152;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
5040;64;"Point mal réglé (qui glisse) "
2240;65;"Point d’arrêt défectueux (non piqué) "
2331;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2590;45;Fourniture ou article coupé ou troué 
2105;49;"Point sauté >1 point sur la recouvrement "
2335;72;"Décalage de couture côté >1mm  "
2005;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2150;20;"Grignage couture, Embu "
1565;65;"Point d’arrêt défectueux (non piqué) "
2316;66;Symétrie des mesures non respectés >2mm (décoché)
5031;46;Craquage de couture 
2049;45;Fourniture ou article coupé ou troué 
"2184 ";08;Qualité des surpiqûres
2150;54;"Inversion Bonnets (devant/dos)  "
2164;47;"Echappée de couture autre que glaçage : "
5050;64;"Point mal réglé (qui glisse) "
2388;47;"Echappée de couture autre que glaçage : "
2215;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5020;58;"Armature inversée  "
2073;45;Fourniture ou article coupé ou troué 
2352;20;"Grignage couture, Embu "
9091;47;"Echappée de couture autre que glaçage : "
2531;45;Fourniture ou article coupé ou troué 
2049;20;"Grignage couture, Embu "
1096;04;Défaut dentelle, broderie, fourniture
2061;70;"Plis sur couture "
2070;47;"Echappée de couture autre que glaçage : "
5020;49;"Point sauté >1 point sur la recouvrement "
2211;20;"Grignage couture, Embu "
2246;44;Couture déformée, retournée
2383;46;Craquage de couture 
2040;45;Fourniture ou article coupé ou troué 
2087;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5053;21;"Echappée de couture glaçage "
2380;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2445;47;"Echappée de couture autre que glaçage : "
5040;72;"Décalage de couture côté >1mm  "
2250;47;"Echappée de couture autre que glaçage : "
2138;72;"Décalage de couture côté >1mm  "
2280;03;Tâche, nuance coloris
2338;45;Fourniture ou article coupé ou troué 
2110;70;"Plis sur couture "
2079;66;Symétrie des mesures non respectés >2mm (décoché)
2381;44;Couture déformée, retournée
2164;65;"Point d’arrêt défectueux (non piqué) "
2117;04;Défaut dentelle, broderie, fourniture
2314;55;"Erreur de taille de bonnet  "
2005;06;Point mal réglé (aspect)
2120;47;"Echappée de couture autre que glaçage : "
2262;45;Fourniture ou article coupé ou troué 
2399;44;Couture déformée, retournée
1999;45;Fourniture ou article coupé ou troué 
2070;75;Séparateur incliné
2020;71;"Non respect de cran ou de la ligne des creux   "
2326;72;"Décalage de couture côté >1mm  "
2378;70;"Plis sur couture "
2247;04;Défaut dentelle, broderie, fourniture
2445;75;Séparateur incliné
2269;08;Qualité des surpiqûres
2201;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2183;44;Couture déformée, retournée
2049;75;Séparateur incliné
2326;64;"Point mal réglé (qui glisse) "
2578;06;Point mal réglé (aspect)
2218;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2011;63;"Point d’arrêt début ou fin de couture non fait "
5072;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2320;23;"Décalage agrafage "
2117;72;"Décalage de couture côté >1mm  "
2200;70;"Plis sur couture "
2144;70;"Plis sur couture "
2083;46;Craquage de couture 
2256;06;Point mal réglé (aspect)
2050;47;"Echappée de couture autre que glaçage : "
2269;46;Craquage de couture 
2247;72;"Décalage de couture côté >1mm  "
2381;51;"Solidité des nœuds "
2097;21;"Echappée de couture glaçage "
2210;49;"Point sauté >1 point sur la recouvrement "
1096;72;"Décalage de couture côté >1mm  "
2185;64;"Point mal réglé (qui glisse) "
2040;20;"Grignage couture, Embu "
2213;47;"Echappée de couture autre que glaçage : "
2445;45;Fourniture ou article coupé ou troué 
2097;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2001;07;Bretelle mal positionnée sur SG autre que balconnet
2185;06;Point mal réglé (aspect)
2246;08;Qualité des surpiqûres
2312;05;Point sauté ( 1 seul point et sauf recouvrement)
2080;06;Point mal réglé (aspect)
2215;45;Fourniture ou article coupé ou troué 
2186;72;"Décalage de couture côté >1mm  "
2124;03;Tâche, nuance coloris
2087;45;Fourniture ou article coupé ou troué 
5072;74;Manque Accessoire
2504;72;"Décalage de couture côté >1mm  "
2209;04;Défaut dentelle, broderie, fourniture
2070;45;Fourniture ou article coupé ou troué 
5040;06;Point mal réglé (aspect)
2240;47;"Echappée de couture autre que glaçage : "
2104;04;Défaut dentelle, broderie, fourniture
2388;45;Fourniture ou article coupé ou troué 
2123;70;"Plis sur couture "
2220;63;"Point d’arrêt début ou fin de couture non fait "
2141;75;Séparateur incliné
2005;44;Couture déformée, retournée
2191;45;Fourniture ou article coupé ou troué 
2172;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2280;70;"Plis sur couture "
1603;75;Séparateur incliné
2300;65;"Point d’arrêt défectueux (non piqué) "
1123;46;Craquage de couture 
2007;49;"Point sauté >1 point sur la recouvrement "
2086;54;"Inversion Bonnets (devant/dos)  "
2030;05;Point sauté ( 1 seul point et sauf recouvrement)
2040;21;"Echappée de couture glaçage "
2117;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2473;64;"Point mal réglé (qui glisse) "
1600;72;"Décalage de couture côté >1mm  "
2238;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
5999;46;Craquage de couture 
2300;47;"Echappée de couture autre que glaçage : "
2248;02;Mauvais épluchage (poste de dégarnissage)
2032;03;Tâche, nuance coloris
2578;44;Couture déformée, retournée
5054;65;"Point d’arrêt défectueux (non piqué) "
2383;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2352;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2220;70;"Plis sur couture "
2150;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2256;72;"Décalage de couture côté >1mm  "
5054;47;"Echappée de couture autre que glaçage : "
2170;61;"Bretelle ou barrette vissée  "
2123;71;"Non respect de cran ou de la ligne des creux   "
2052;71;"Non respect de cran ou de la ligne des creux   "
5020;02;Mauvais épluchage (poste de dégarnissage)
2215;21;"Echappée de couture glaçage "
2373;70;"Plis sur couture "
"2028 ";45;Fourniture ou article coupé ou troué 
2050;65;"Point d’arrêt défectueux (non piqué) "
9090;45;Fourniture ou article coupé ou troué 
2097;47;"Echappée de couture autre que glaçage : "
2331;46;Craquage de couture 
2276;01;Mesures
2241;70;"Plis sur couture "
2316;06;Point mal réglé (aspect)
2020;03;Tâche, nuance coloris
2030;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2285;44;Couture déformée, retournée
2375;05;Point sauté ( 1 seul point et sauf recouvrement)
2190;54;"Inversion Bonnets (devant/dos)  "
2483;47;"Echappée de couture autre que glaçage : "
2215;54;"Inversion Bonnets (devant/dos)  "
5050;66;Symétrie des mesures non respectés >2mm (décoché)
2165;05;Point sauté ( 1 seul point et sauf recouvrement)
2083;74;Manque Accessoire
2504;04;Défaut dentelle, broderie, fourniture
2262;47;"Echappée de couture autre que glaçage : "
2418;46;Craquage de couture 
2477;70;"Plis sur couture "
2330;01;Mesures
2172;06;Point mal réglé (aspect)
2050;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2472;46;Craquage de couture 
2086;09;Longueur point d’arrêt (sans échappé, sans trou, non coupé)
2280;63;"Point d’arrêt début ou fin de couture non fait "
2244;61;"Bretelle ou barrette vissée  "
2134;70;"Plis sur couture "
1096;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2141;47;"Echappée de couture autre que glaçage : "
5004;45;Fourniture ou article coupé ou troué 
2433;44;Couture déformée, retournée
5040;04;Défaut dentelle, broderie, fourniture
2238;65;"Point d’arrêt défectueux (non piqué) "
2079;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2218;70;"Plis sur couture "
2370;64;"Point mal réglé (qui glisse) "
2133;65;"Point d’arrêt défectueux (non piqué) "
2320;45;Fourniture ou article coupé ou troué 
2388;20;"Grignage couture, Embu "
2381;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2133;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
5020;56;"Erreur référence armature  "
2138;04;Défaut dentelle, broderie, fourniture
2209;49;"Point sauté >1 point sur la recouvrement "
2080;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2150;47;"Echappée de couture autre que glaçage : "
2425;44;Couture déformée, retournée
2586;45;Fourniture ou article coupé ou troué 
2183;72;"Décalage de couture côté >1mm  "
2340;70;"Plis sur couture "
2246;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2250;20;"Grignage couture, Embu "
1122;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2269;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
5045;65;"Point d’arrêt défectueux (non piqué) "
2592;70;"Plis sur couture "
TACHE;03;Tâche, nuance coloris
2120;05;Point sauté ( 1 seul point et sauf recouvrement)
2310;45;Fourniture ou article coupé ou troué 
5053;47;"Echappée de couture autre que glaçage : "
2083;44;Couture déformée, retournée
2586;54;"Inversion Bonnets (devant/dos)  "
9000;72;"Décalage de couture côté >1mm  "
2352;47;"Echappée de couture autre que glaçage : "
2049;47;"Echappée de couture autre que glaçage : "
2246;72;"Décalage de couture côté >1mm  "
2300;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2250;05;Point sauté ( 1 seul point et sauf recouvrement)
5050;04;Défaut dentelle, broderie, fourniture
2247;64;"Point mal réglé (qui glisse) "
5025;03;Tâche, nuance coloris
2381;72;"Décalage de couture côté >1mm  "
1123;44;Couture déformée, retournée
2120;20;"Grignage couture, Embu "
2544;45;Fourniture ou article coupé ou troué 
2314;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2094;49;"Point sauté >1 point sur la recouvrement "
2172;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2344;44;Couture déformée, retournée
5030;62;"Pose agrafage sans point d’arrêt "
2200;63;"Point d’arrêt début ou fin de couture non fait "
2211;47;"Echappée de couture autre que glaçage : "
5005;45;Fourniture ou article coupé ou troué 
1529;74;Manque Accessoire
5046;70;"Plis sur couture "
2531;47;"Echappée de couture autre que glaçage : "
2150;75;Séparateur incliné
2432;72;"Décalage de couture côté >1mm  "
2185;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2079;06;Point mal réglé (aspect)
5018;64;"Point mal réglé (qui glisse) "
2170;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2445;21;"Echappée de couture glaçage "
5040;51;"Solidité des nœuds "
2352;75;Séparateur incliné
5026;57;"Erreur taille armature  "
1603;47;"Echappée de couture autre que glaçage : "
2821;08;Qualité des surpiqûres
2193;71;"Non respect de cran ou de la ligne des creux   "
2313;70;"Plis sur couture "
2581;73;"Vignette non conforme "
1116;70;"Plis sur couture "
2543;49;"Point sauté >1 point sur la recouvrement "
5020;62;"Pose agrafage sans point d’arrêt "
2320;75;Séparateur incliné
2497;47;"Echappée de couture autre que glaçage : "
2165;20;"Grignage couture, Embu "
1600;04;Défaut dentelle, broderie, fourniture
2032;63;"Point d’arrêt début ou fin de couture non fait "
2375;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2215;47;"Echappée de couture autre que glaçage : "
2380;46;Craquage de couture 
2345;72;"Décalage de couture côté >1mm  "
2365;06;Point mal réglé (aspect)
2375;20;"Grignage couture, Embu "
2381;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2823;47;"Echappée de couture autre que glaçage : "
2080;66;Symétrie des mesures non respectés >2mm (décoché)
2252;70;"Plis sur couture "
2104;64;"Point mal réglé (qui glisse) "
2330;63;"Point d’arrêt début ou fin de couture non fait "
2200;55;"Erreur de taille de bonnet  "
2416;65;"Point d’arrêt défectueux (non piqué) "
5053;45;Fourniture ou article coupé ou troué 
2245;46;Craquage de couture 
2361;05;Point sauté ( 1 seul point et sauf recouvrement)
2220;03;Tâche, nuance coloris
2049;54;"Inversion Bonnets (devant/dos)  "
2020;70;"Plis sur couture "
2209;64;"Point mal réglé (qui glisse) "
5025;70;"Plis sur couture "
5050;72;"Décalage de couture côté >1mm  "
5040;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
5068;65;"Point d’arrêt défectueux (non piqué) "
2240;20;"Grignage couture, Embu "
2285;74;Manque Accessoire
2073;47;"Echappée de couture autre que glaçage : "
2083;08;Qualité des surpiqûres
5005;75;Séparateur incliné
2352;45;Fourniture ou article coupé ou troué 
2347;20;"Grignage couture, Embu "
2040;47;"Echappée de couture autre que glaçage : "
2316;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2246;06;Point mal réglé (aspect)
1547;65;"Point d’arrêt défectueux (non piqué) "
2124;63;"Point d’arrêt début ou fin de couture non fait "
2590;47;"Echappée de couture autre que glaçage : "
2319;49;"Point sauté >1 point sur la recouvrement "
2185;04;Défaut dentelle, broderie, fourniture
2183;06;Point mal réglé (aspect)
2310;54;"Inversion Bonnets (devant/dos)  "
2031;71;"Non respect de cran ou de la ligne des creux   "
2030;65;"Point d’arrêt défectueux (non piqué) "
2452;70;"Plis sur couture "
5049;74;Manque Accessoire
2031;70;"Plis sur couture "
2300;20;"Grignage couture, Embu "
2493;49;"Point sauté >1 point sur la recouvrement "
2150;45;Fourniture ou article coupé ou troué 
2005;72;"Décalage de couture côté >1mm  "
TACHE;70;"Plis sur couture "
2004;08;Qualité des surpiqûres
2335;04;Défaut dentelle, broderie, fourniture
2079;44;Couture déformée, retournée
2301;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2592;71;"Non respect de cran ou de la ligne des creux   "
2355;63;"Point d’arrêt début ou fin de couture non fait "
5019;03;Tâche, nuance coloris
2170;01;Mesures
2115;06;Point mal réglé (aspect)
2325;70;"Plis sur couture "
2579;45;Fourniture ou article coupé ou troué 
NUANCE;45;Fourniture ou article coupé ou troué 
2381;06;Point mal réglé (aspect)
2176;46;Craquage de couture 
"2184 ";44;Couture déformée, retournée
5050;51;"Solidité des nœuds "
2193;70;"Plis sur couture "
2315;46;Craquage de couture 
2087;47;"Echappée de couture autre que glaçage : "
2287;64;"Point mal réglé (qui glisse) "
5040;66;Symétrie des mesures non respectés >2mm (décoché)
2106;45;Fourniture ou article coupé ou troué 
2332;44;Couture déformée, retournée
5030;49;"Point sauté >1 point sur la recouvrement "
2070;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
